,participant_code,player.inner_name,profit_nongamified,profit_gamified,accuracy_pred_zero_mean,prediction_accuracy_mean,player.knowledge,overconfidence,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
0,00368em6,s3,182.5,217.5,0.5,0.625,3.0,-0.2833333333333334,35.0,7.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0
4,00f41hif,s2,185.0,225.0,0.25,0.75,2.0,-0.6333333333333333,34.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
6,00pdsni3,s2,215.0,,0.5,1.0,1.0,-0.8166666666666667,68.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
7,00x79kxm,s1,175.0,162.5,0.5,1.0,8.0,-0.11666666666666659,54.0,11.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,3.0
11,025619n8,s4,197.5,195.0,0.25,0.8125,7.0,-0.30000000000000004,61.0,12.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
15,02c5xzpq,s2,220.0,167.5,0.5,0.5625,5.0,-0.5,34.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
19,03a0alqr,s2,100.0,160.0,0.75,0.75,3.0,0.04999999999999998,36.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
21,048nxn54,s2,205.0,175.0,0.25,1.0,9.0,-0.016666666666666607,25.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
23,05ql5twx,s3,180.0,192.5,0.5,0.6875,6.0,-0.15000000000000002,32.0,9.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
27,05sh2kt3,s3,202.5,205.0,0.0,0.75,8.0,-0.19999999999999996,70.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
31,082eh4as,s3,,135.0,0.5,0.5,5.0,-0.33333333333333337,42.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,3.0,4.0
32,08x4d9yo,s1,160.0,205.0,0.5,0.75,4.0,-0.3499999999999999,25.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
35,0aqvrav8,s1,155.0,197.5,0.16666666666666666,0.6666666666666666,1.0,-0.7333333333333334,61.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
38,0b8crlqg,s3,160.0,220.0,0.5,0.8333333333333334,5.0,-0.33333333333333337,26.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
41,0c4c5dnf,s1,202.5,175.0,0.0,0.75,2.0,-0.6333333333333333,24.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
45,0c50marp,s1,175.0,190.0,0.16666666666666666,0.8333333333333334,7.0,-0.21666666666666667,60.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
48,0d88h9ec,s2,90.0,155.0,0.6666666666666666,0.5833333333333334,5.0,-0.33333333333333337,33.0,10.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
51,0ie8fi28,s2,235.0,162.5,0.16666666666666666,0.8333333333333334,4.0,-0.6,50.0,12.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
54,0j2cnjuc,s1,167.5,187.5,0.25,0.5,7.0,-0.050000000000000044,33.0,9.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
58,0kpdug7u,s1,200.0,195.0,0.5,0.75,2.0,-0.4666666666666666,27.0,8.0,Male,0.0,0.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
62,0mendpyl,s4,170.0,195.0,0.5,0.75,7.0,-0.13333333333333341,53.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
65,0nts58x6,s4,180.0,215.0,0.375,0.75,8.0,-0.19999999999999996,19.0,12.0,Other,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
69,0pe8wve3,s2,205.0,,0.0,0.75,8.0,-0.19999999999999996,57.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
71,0s89hgxq,s4,175.0,195.0,0.5,0.5,3.0,-0.45,28.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
73,0vid4drt,s2,,155.0,0.5,0.5,6.0,-0.2333333333333334,42.0,10.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
74,0vsn80li,s4,245.0,185.0,0.25,0.75,6.0,-0.2333333333333334,20.0,10.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
76,0wj2uhxg,s4,167.5,202.5,0.25,0.75,6.0,0.43333333333333335,38.0,2.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
80,0wvol8bq,s2,165.0,,1.0,0.75,7.0,-0.050000000000000044,76.0,9.0,Male,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
81,0z0q3uil,s1,165.0,105.0,0.5,0.75,4.0,-0.09999999999999998,39.0,6.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,3.0
84,10cfooir,s4,142.5,192.5,0.5,0.75,7.0,-0.13333333333333341,42.0,10.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
88,10x5cynt,s1,,135.0,0.5,0.5,5.0,-0.41666666666666663,58.0,11.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,2.0
89,12b1bilr,s3,125.0,205.0,0.5,0.8333333333333334,7.0,0.033333333333333326,46.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,4.0,5.0
92,13la8jfr,s1,102.5,197.5,0.625,0.4166666666666667,3.0,-0.1166666666666667,39.0,5.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
96,15kwfp4z,s2,210.0,177.5,0.5,0.8333333333333334,4.0,-0.43333333333333335,49.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
99,16ojd2s3,s2,212.5,230.0,0.5,0.75,2.0,-0.3,74.0,6.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
103,17d9yb0w,s2,137.5,170.0,0.5,0.75,5.0,-0.16666666666666663,55.0,8.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
107,187wj09a,s2,135.0,165.0,0.25,0.75,6.0,-0.06666666666666665,22.0,8.0,Male,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
109,18a1lzfe,s1,192.5,190.0,0.5,0.8333333333333334,5.0,-0.41666666666666663,54.0,11.0,Female,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
112,19jldzh4,s2,185.0,142.5,0.375,0.6875,6.0,-0.31666666666666665,63.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
116,19qnu8mh,s2,210.0,250.0,0.5,0.6666666666666666,1.0,-0.7333333333333334,62.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,4.0,,
119,1avivymf,s1,,210.0,0.5,1.0,7.0,-0.13333333333333341,60.0,10.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
120,1ce2piun,s1,210.0,140.0,0.5,0.5,5.0,-0.33333333333333337,61.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,2.0,3.0
122,1cuuwpce,s1,240.0,227.5,0.5,0.5,6.0,-0.06666666666666665,27.0,8.0,Male,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,4.0
125,1dqxq2w8,s4,195.0,210.0,0.5,0.6875,2.0,-0.6333333333333334,43.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
129,1ib2t6t7,s1,190.0,255.0,0.0,0.75,5.0,0.0,31.0,6.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
132,1l29zeof,s1,187.5,192.5,0.375,0.75,7.0,-0.21666666666666667,43.0,11.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
136,1md7hquw,s4,150.0,207.5,0.0,0.75,8.0,-0.11666666666666659,19.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
140,1mow4g3h,s3,220.0,162.5,0.5,0.5,7.0,-0.21666666666666667,61.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,2.0
143,1ohcgnlw,s1,190.0,190.0,0.5,0.875,5.0,-0.5,62.0,12.0,Female,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,1.0
147,1q5aq4r1,s2,215.0,212.5,0.0,0.75,6.0,-0.06666666666666665,36.0,8.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
151,1r8r7j3j,s2,170.0,175.0,0.375,0.625,7.0,-0.13333333333333341,72.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
155,1sm5vu93,s3,180.0,170.0,0.3333333333333333,0.8333333333333334,6.0,-0.06666666666666665,65.0,8.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,4.0,2.0
158,1t0auzsd,s1,182.5,245.0,0.3333333333333333,1.0,4.0,-0.5166666666666666,23.0,11.0,Female,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
161,1ygj177m,s1,,187.5,0.0,0.5,4.0,0.06666666666666671,23.0,4.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
163,1zxkvcbn,s1,147.5,207.5,0.0,0.875,5.0,-0.25,28.0,9.0,Male,1.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
167,23mcgt8u,s1,137.5,167.5,0.25,0.8125,5.0,0.16666666666666669,28.0,4.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,3.0
171,24limr6m,s2,195.0,182.5,0.5,0.75,4.0,-0.2666666666666666,43.0,8.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
175,29go8wqj,s3,170.0,165.0,0.375,0.75,8.0,-0.19999999999999996,29.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,1.0,1.0,1.0
179,2egnm8kk,s2,150.0,162.5,0.5,0.625,4.0,-0.35,75.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
183,2eqe9qnn,s3,212.5,132.5,0.375,0.8125,7.0,0.44999999999999996,33.0,3.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,1.0,1.0
187,2fgcsbk0,s3,67.5,120.0,0.5,0.875,3.0,-0.2,27.0,6.0,Female,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,2.0,3.0
191,2iwb1vfj,s4,225.0,180.0,0.5,0.75,7.0,-0.13333333333333341,61.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
193,2joeyoiu,s1,222.5,130.0,0.3333333333333333,0.6666666666666666,7.0,-0.21666666666666667,58.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,4.0
196,2jyv1clr,s4,155.0,197.5,0.3333333333333333,0.75,4.0,-0.2666666666666666,21.0,8.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
199,2kkm2b64,s3,147.5,97.5,0.5,0.5625,7.0,-0.050000000000000044,26.0,9.0,Female,0.0,0.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
203,2mmdbbf5,s2,205.0,207.5,0.625,0.75,2.0,-0.6333333333333333,57.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
207,2nkxv3cx,s1,205.0,172.5,0.0,0.875,7.0,-0.30000000000000004,32.0,12.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0
211,2npv9a7l,s1,,180.0,0.5,0.75,2.0,-0.4666666666666666,60.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 1,Only trade on Design #1,,2.0,1.0
213,2o3t9jh3,s4,170.0,182.5,0.6666666666666666,0.75,9.0,-0.016666666666666607,64.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
216,2ojue9om,s1,187.5,187.5,0.5,0.625,8.0,-0.19999999999999996,33.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
220,2pnr6ur7,s1,187.5,115.0,0.5,0.8333333333333334,7.0,-0.21666666666666667,57.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
223,2r7994tb,s2,147.5,190.0,0.5,0.5,8.0,-0.11666666666666659,64.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
226,2smz8tqf,s1,140.0,215.0,0.0,0.8333333333333334,3.0,-0.5333333333333334,39.0,10.0,Male,1.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
229,2ulo0zxv,s3,,170.0,0.5,1.0,5.0,-0.33333333333333337,51.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0
230,2vk77sgj,s1,180.0,165.0,0.5,0.75,4.0,0.15000000000000002,44.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 1,Only trade on Design #1,,3.0,3.0
234,2yjag2zc,s1,165.0,135.0,0.5,0.6666666666666666,5.0,0.0,71.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
237,2zqhig9u,s1,172.5,192.5,0.5,1.0,6.0,-0.06666666666666665,47.0,8.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
241,30bpdg9o,s4,200.0,125.0,0.5,0.8333333333333334,1.0,-0.65,32.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
244,31thqnet,s4,200.0,165.0,0.625,0.75,6.0,-0.2333333333333334,27.0,10.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
248,33c9cqtk,s3,207.5,197.5,0.5,0.6875,0.0,-0.5833333333333334,32.0,7.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
252,3asr1qbw,s2,185.0,255.0,0.16666666666666666,0.75,3.0,-0.36666666666666664,21.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
255,3bsz1sp7,s4,167.5,200.0,0.25,0.8125,4.0,-0.4333333333333333,59.0,10.0,Other,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
259,3buq3ggx,s3,165.0,125.0,0.5,0.5833333333333334,2.0,-0.4666666666666666,22.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0
262,3cib9mvi,s1,182.5,180.0,0.5,0.875,5.0,-0.33333333333333337,44.0,10.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,3.0,3.0
266,3d56h9sa,s2,205.0,225.0,0.5,0.8333333333333334,7.0,-0.2166666666666667,51.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
269,3flaaaww,s2,220.0,185.0,0.5,0.875,7.0,-0.21666666666666667,64.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
273,3ghml26z,s2,180.0,215.0,0.5,0.6666666666666666,6.0,-0.31666666666666665,61.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
276,3go08v6n,s3,175.0,222.5,0.375,0.75,6.0,-0.2333333333333334,29.0,10.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,5.0
280,3gu5is4p,s1,232.5,190.0,0.5,0.625,7.0,0.033333333333333326,31.0,8.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
284,3jijj4nq,s1,150.0,175.0,0.3333333333333333,0.5833333333333334,1.0,-0.4833333333333334,25.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,5.0,1.0
287,3kf1b1rk,s2,190.0,192.5,0.5,1.0,7.0,-0.30000000000000004,61.0,12.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,2.0,,
291,3manu9wu,s2,232.5,142.5,0.625,0.75,3.0,-0.6166666666666667,63.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
295,3mxdov9g,s2,177.5,190.0,0.25,0.875,2.0,-0.3,22.0,6.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
299,3nquj08m,s1,222.5,147.5,0.375,0.6875,4.0,-0.2666666666666666,20.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
303,3o76985j,s3,232.5,175.0,0.375,0.625,3.0,-0.6999999999999998,66.0,12.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,2.0,2.0
307,3opzcx0x,s2,220.0,117.5,0.0,0.8333333333333334,5.0,0.08333333333333331,27.0,5.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
310,3r7qnwlx,s1,197.5,197.5,0.5,0.625,1.0,-0.9,61.0,12.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,3.0
314,3ta82h4d,s2,197.5,197.5,0.375,0.75,7.0,-0.30000000000000004,35.0,12.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
318,3topin2z,s2,195.0,220.0,0.5,0.875,6.0,0.016666666666666607,39.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
322,3tpm31px,s2,165.0,200.0,0.0,0.6666666666666666,8.0,-0.19999999999999996,27.0,12.0,Male,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
325,3vhhjydy,s2,190.0,190.0,0.5,0.75,7.0,-0.21666666666666667,65.0,11.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
329,3vqu73mf,s1,197.5,185.0,0.5,0.8125,5.0,-0.33333333333333337,64.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
333,3walmnez,s1,202.5,235.0,0.0,0.5833333333333334,5.0,-0.33333333333333337,41.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
336,3y49104x,s1,185.0,145.0,0.375,0.875,3.0,-0.5333333333333334,21.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,5.0,4.0
340,417tezz2,s3,175.0,185.0,0.5,0.5,4.0,-0.18333333333333335,40.0,7.0,Female,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,4.0,4.0
343,464dch7u,s3,170.0,162.5,0.0,0.875,8.0,-0.11666666666666659,67.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,2.0,5.0
347,4bwgyciw,s4,175.0,135.0,0.5,0.75,7.0,-0.13333333333333341,55.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
349,4dbgn7wq,s2,177.5,170.0,0.5,0.6666666666666666,4.0,-0.09999999999999998,58.0,6.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
353,4eui218c,s2,185.0,150.0,0.16666666666666666,0.75,0.0,0.0,50.0,0.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
356,4fpo0j2s,s4,220.0,155.0,0.5,0.75,6.0,-0.15000000000000005,65.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
358,4gn9bb4x,s2,202.5,212.5,0.625,0.9375,6.0,-0.2333333333333334,26.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
362,4imu3ud7,s1,217.5,205.0,0.75,0.875,6.0,-0.15000000000000002,55.0,9.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,4.0
366,4imzaxsx,s2,185.0,160.0,0.0,0.75,5.0,-0.41666666666666663,40.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
368,4lfptx5v,s4,190.0,245.0,0.6666666666666666,0.5833333333333334,4.0,-0.18333333333333338,58.0,7.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
371,4mrglkfd,s2,185.0,182.5,0.5,0.875,7.0,-0.13333333333333341,64.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
375,4n6vdqb0,s1,72.5,187.5,0.5,0.75,6.0,0.6,34.0,0.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
379,4nqxavdq,s1,205.0,,0.5,0.5,5.0,-0.08333333333333337,74.0,7.0,Male,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,5.0
381,4ogbkl47,s3,175.0,202.5,0.75,0.6875,4.0,-0.18333333333333335,63.0,7.0,Female,0.0,1.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0
385,4qav77pr,s2,195.0,270.0,0.5,0.5833333333333334,8.0,-0.11666666666666659,62.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
388,4qmk16b8,s3,222.5,150.0,0.125,0.75,6.0,-0.2333333333333334,50.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,1.0,3.0
392,4t94dja8,s4,160.0,192.5,0.125,0.75,3.0,-0.2,58.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
396,4w8si5lz,s1,112.5,,0.5,0.75,8.0,0.30000000000000004,36.0,6.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
398,506vrdqw,s1,185.0,207.5,0.25,0.6875,4.0,-0.5166666666666666,65.0,11.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,3.0
402,51tlabla,s2,192.5,225.0,0.5,0.75,5.0,-0.5,25.0,12.0,Female,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
406,5341e1og,s2,100.0,170.0,0.5,0.75,7.0,-0.21666666666666667,40.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
408,53e9uro5,s1,175.0,205.0,0.5,0.6666666666666666,7.0,-0.30000000000000004,53.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
411,55n27klu,s1,190.0,215.0,0.5,1.0,3.0,-0.6166666666666667,59.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
414,57nx8h6f,s1,190.0,195.0,0.16666666666666666,0.8333333333333334,6.0,-0.4,64.0,12.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,3.0
417,57vqyypw,s3,172.5,135.0,0.0,0.8333333333333334,6.0,-0.15000000000000002,51.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,3.0,1.0
420,57xl4nij,s2,225.0,145.0,0.0,0.5833333333333334,7.0,-0.30000000000000004,44.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,2.0,,
423,58dpwfzb,s2,195.0,150.0,0.6666666666666666,0.9166666666666666,1.0,-0.5666666666666667,61.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
426,5bobhvnc,s3,217.5,202.5,0.375,0.75,1.0,-0.5666666666666667,26.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,2.0,1.0
430,5edsyqsh,s1,145.0,170.0,0.5,1.0,3.0,-0.5333333333333334,58.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
432,5fnzedyg,s2,180.0,187.5,0.5,0.8333333333333334,4.0,-0.35,64.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
435,5h2zemhq,s1,145.0,237.5,0.375,1.0,5.0,-0.4166666666666667,58.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
439,5kpxchrr,s2,155.0,185.0,0.5,0.6666666666666666,8.0,-0.11666666666666659,74.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
442,5l6sbrxp,s2,205.0,230.0,0.5,0.8125,8.0,-0.19999999999999998,69.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
